risk_score,risk_level,business_age_years,total_violations,violation_rate,total_permits,issued_permits,permit_compliance_rate,recent_violation,high_risk_industry
0.7547641629872154,High,8.53,0,0.0,0,0,1.0,0,0
0.521562449220974,Medium,7.06,0,0.0,0,0,1.0,0,0
0.06063407720106376,Low,0.63,0,0.0,0,0,1.0,0,0
0.29876110964671687,Low,2.85,0,0.0,0,0,1.0,0,0
0.5300823227736323,Medium,4.9,0,0.0,0,0,1.0,0,0
0.14696646664911348,Low,0.98,0,0.0,0,0,1.0,0,0
0.20254781138080627,Low,1.65,0,0.0,0,0,1.0,0,0
0.8408659278712913,High,9.48,0,0.0,0,0,1.0,0,0
0.7676825769990453,High,15.06,0,0.0,0,0,1.0,0,0
0.18059124640267246,Low,1.47,0,0.0,0,0,1.0,0,0
0.4872106066822755,Medium,4.37,0,0.0,0,0,1.0,0,0
0.7387360435368734,High,7.65,0,0.0,0,0,1.0,0,0
0.41963204719031644,Medium,3.48,0,0.0,0,0,1.0,0,0
0.02167000779827867,Low,0.06,0,0.0,0,0,1.0,0,0
0.8110036105723033,High,13.94,0,0.0,0,0,1.0,0,0
0.08587970240040455,Low,0.75,0,0.0,0,0,1.0,0,0
0.3127324624095525,Low,3.25,0,0.0,0,0,1.0,0,0
0.8375059580073522,High,13.73,0,0.0,0,0,1.0,0,0
0.4399678510335983,Medium,3.94,0,0.0,0,0,1.0,0,0
0.7682224339035669,High,8.62,0,0.0,0,0,1.0,0,1
0.6372604964821732,Medium,25.65,0,0.0,0,0,1.0,0,0
0.6443892029776721,Medium,22.4,0,0.0,0,0,1.0,0,0
0.6390180671081392,Medium,18.88,0,0.0,0,0,1.0,0,0
0.8254045690317299,High,13.16,0,0.0,0,0,1.0,0,0
0.25189158214269464,Low,2.25,0,0.0,0,0,1.0,0,0
0.02167000779827867,Low,0.15,0,0.0,0,0,1.0,0,0
0.10548796733549878,Low,0.81,0,0.0,0,0,1.0,0,0
0.7823947999235309,High,11.06,0,0.0,0,0,1.0,0,0
0.6511340331507379,Medium,6.4,0,0.0,0,0,1.0,0,0
0.6358237751600466,Medium,6.09,0,0.0,0,0,1.0,0,0
0.6511340331507379,Medium,6.38,0,0.0,0,0,1.0,0,0
0.28717680944793333,Low,2.65,0,0.0,0,0,1.0,0,0
0.5048802600198259,Medium,4.34,0,0.0,0,0,1.0,0,0
0.6979255513055164,Medium,6.23,0,0.0,0,0,1.0,0,1
0.8379400259697058,High,15.48,0,0.0,0,0,1.0,0,0
0.143362206589003,Low,1.56,0,0.0,0,0,1.0,0,0
0.16787516958666568,Low,1.39,0,0.0,0,0,1.0,0,0
0.7340660728914311,High,20.06,0,0.0,0,0,1.0,0,0
0.24398219340515775,Low,2.19,0,0.0,0,0,1.0,0,0
0.36448998212787354,Low,2.94,0,0.0,0,0,1.0,0,0
0.8058543781476601,High,12.73,0,0.0,0,0,1.0,0,0
0.3513386998504862,Low,3.73,0,0.0,0,0,1.0,0,1
0.36259135409223014,Low,3.01,0,0.0,0,0,1.0,0,0
0.7580341300585215,High,17.49,0,0.0,0,0,1.0,0,0
0.4097670543134409,Medium,3.88,0,0.0,0,0,1.0,0,0
0.6554248691230506,Medium,29.56,0,0.0,0,0,1.0,0,0
0.7087750437220123,High,16.06,0,0.0,0,0,1.0,0,0
0.7550064146324205,High,8.74,0,0.0,0,0,1.0,0,0
0.5856902138711056,Medium,5.44,0,0.0,0,0,1.0,0,0
0.7314517708346483,High,7.32,0,0.0,0,0,1.0,0,0
0.7472457059913069,High,7.85,0,0.0,0,0,1.0,0,0
0.2940353151819886,Low,2.44,0,0.0,0,0,1.0,0,0
0.3472078986487969,Low,29.62,0,0.0,0,0,1.0,0,1
0.7087750437220123,High,16.06,0,0.0,0,0,1.0,0,0
0.29876110964671687,Low,2.81,0,0.0,0,0,1.0,0,0
0.5209172564154106,Medium,4.8,0,0.0,0,0,1.0,0,0
0.2531839488861869,Low,1.97,0,0.0,0,0,1.0,0,0
0.18305316236392488,Low,1.33,0,0.0,0,0,1.0,0,0
0.06102697878433555,Low,0.34,0,0.0,0,0,1.0,0,0
0.34779228478744634,Low,4.02,0,0.0,0,0,1.0,0,0
0.7089824082030005,High,21.9,0,0.0,0,0,1.0,0,0
0.05142561064382918,Low,0.31,0,0.0,0,0,1.0,0,0
0.1884178062095071,Low,1.41,0,0.0,0,0,1.0,0,0
0.7084041445406696,High,7.58,0,0.0,0,0,1.0,0,0
0.644191723857538,Medium,25.07,0,0.0,0,0,1.0,0,0
0.05369930966589106,Low,0.56,0,0.0,0,0,1.0,0,0
0.8206488899440494,High,12.65,0,0.0,0,0,1.0,0,0
0.7472457059913069,High,7.91,0,0.0,0,0,1.0,0,0
0.1927136164750026,Low,1.77,0,0.0,0,0,1.0,0,0
0.2816026975816763,Low,2.59,0,0.0,0,0,1.0,0,0
0.8017644966993211,High,10.06,0,0.0,0,0,1.0,0,0
0.19564207563416613,Low,57.31,0,0.0,0,0,1.0,0,1
0.185609964763203,Low,1.82,0,0.0,0,0,1.0,0,0
0.4116337814487468,Medium,3.45,0,0.0,0,0,1.0,0,0
0.2049561136737633,Low,1.73,0,0.0,0,0,1.0,0,0
0.6240992833286436,Medium,5.11,0,0.0,0,0,1.0,0,0
0.29010968409051036,Low,2.74,0,0.0,0,0,1.0,0,0
0.7546567785159346,High,9.06,0,0.0,0,0,1.0,0,0
0.6002428272502877,Medium,30.29,0,0.0,0,0,1.0,0,0
0.23892025728112493,Low,2.02,0,0.0,0,0,1.0,0,0
0.5892364227065321,Medium,38.06,0,0.0,0,0,1.0,0,0
0.14696646664911348,Low,0.99,0,0.0,0,0,1.0,0,0
0.8196606937726695,High,12.89,0,0.0,0,0,1.0,0,0
0.8196606937726695,High,12.8,0,0.0,0,0,1.0,0,0
0.2846620522190508,Low,2.4,0,0.0,0,0,1.0,0,0
0.35334655253815805,Low,2.03,0,0.0,0,0,1.0,0,1
0.18733032485273696,Low,1.34,0,0.0,0,0,1.0,0,0
0.049761068608739446,Low,0.61,0,0.0,0,0,1.0,0,0
0.02167000779827867,Low,0.07,0,0.0,0,0,1.0,0,0
0.6326643147660398,Medium,18.85,0,0.0,0,0,1.0,0,0
0.056682329451257535,Low,0.59,0,0.0,0,0,1.0,0,0
0.3514812520437394,Low,3.0,0,0.0,0,0,1.0,0,0
0.07094441283841842,Low,0.64,0,0.0,0,0,1.0,0,0
0.05142561064382918,Low,0.31,0,0.0,0,0,1.0,0,0
0.7917843061209404,High,9.0,0,0.0,0,0,1.0,0,0
0.14696646664911348,Low,0.98,0,0.0,0,0,1.0,0,0
0.28717680944793333,Low,2.65,0,0.0,0,0,1.0,0,0
0.29876110964671687,Low,2.78,0,0.0,0,0,1.0,0,0
0.15372996384615023,Low,1.01,0,0.0,0,0,1.0,0,0
0.39779625519763456,Low,3.81,0,0.0,0,0,1.0,0,0
0.5872470774417027,Medium,6.06,0,0.0,0,0,1.0,0,0
0.7087750437220123,High,16.06,0,0.0,0,0,1.0,0,0
0.26052509824264636,Low,2.49,0,0.0,0,0,1.0,0,0
0.5948917132357253,Medium,5.84,0,0.0,0,0,1.0,0,0
0.143362206589003,Low,1.56,0,0.0,0,0,1.0,0,0
0.3172303952998103,Low,2.39,0,0.0,0,0,1.0,0,0
0.12303094301882432,Low,1.06,0,0.0,0,0,1.0,0,0
0.5872470774417027,Medium,6.06,0,0.0,0,0,1.0,0,0
0.7679008529685405,High,8.25,0,0.0,0,0,1.0,0,0
0.8198891776418238,High,9.78,0,0.0,0,0,1.0,0,0
0.7087750437220123,High,16.06,0,0.0,0,0,1.0,0,0
0.29876110964671687,Low,2.85,0,0.0,0,0,1.0,0,0
0.16544880646882423,Low,1.16,0,0.0,0,0,1.0,0,0
0.7991113501140001,High,16.48,0,0.0,0,0,1.0,0,0
0.14639064856255982,Low,1.23,0,0.0,0,0,1.0,0,0
0.6081772581425402,Medium,11.63,0,0.0,0,0,1.0,0,1
0.14696646664911348,Low,1.0,0,0.0,0,0,1.0,0,0
0.06027818425524311,Low,0.4,0,0.0,0,0,1.0,0,0
0.5968275430703102,Medium,18.82,0,0.0,0,0,1.0,0,0
0.7679008529685405,High,8.23,0,0.0,0,0,1.0,0,0
0.7200336725609731,High,7.48,0,0.0,0,0,1.0,0,0
0.5300823227736323,Medium,4.84,0,0.0,0,0,1.0,0,0
0.04584656039200205,Low,0.2,0,0.0,0,0,1.0,0,0
0.15713384748084655,Low,1.15,0,0.0,0,0,1.0,0,0
0.5197995647439378,Medium,4.62,0,0.0,0,0,1.0,0,0
0.37692084536115555,Low,3.65,0,0.0,0,0,1.0,0,0
0.1863571806177149,Low,1.54,0,0.0,0,0,1.0,0,0
0.430542877570156,Medium,5.06,0,0.0,0,0,1.0,0,0
0.1927136164750026,Low,1.75,0,0.0,0,0,1.0,0,0
0.04152079391658118,Low,0.28,0,0.0,0,0,1.0,0,0
0.8206488899440494,High,12.71,0,0.0,0,0,1.0,0,0
0.4675738373007944,Medium,4.25,0,0.0,0,0,1.0,0,0
0.049761068608739446,Low,0.6,0,0.0,0,0,1.0,0,0
0.7323149502823021,High,35.06,0,0.0,0,0,1.0,0,0
0.7480547048775592,High,18.4,0,0.0,0,0,1.0,0,0
0.06750570192109591,Low,0.47,0,0.0,0,0,1.0,0,0
0.21830570456295706,Low,2.06,0,0.0,0,0,1.0,0,0
0.02167000779827867,Low,0.14,0,0.0,0,0,1.0,0,0
0.41963204719031644,Medium,3.48,0,0.0,0,0,1.0,0,0
0.10815499083296568,Low,1.08,0,0.0,0,0,1.0,0,0
0.05390531571884636,Low,0.39,0,0.0,0,0,1.0,0,0
0.4260256713453083,Medium,3.61,0,0.0,0,0,1.0,0,0
0.06608121072104065,Low,0.36,0,0.0,0,0,1.0,0,0
0.04257808097109918,Low,0.23,0,0.0,0,0,1.0,0,0
0.04152079391658118,Low,0.28,0,0.0,0,0,1.0,0,0
0.6314119981938673,Medium,12.07,0,0.0,0,0,1.0,0,0
0.2846620522190508,Low,2.4,0,0.0,0,0,1.0,0,0
0.14639064856255982,Low,1.23,0,0.0,0,0,1.0,0,0
0.5209172564154106,Medium,4.81,0,0.0,0,0,1.0,0,0
0.3970086739528121,Low,3.43,0,0.0,0,0,1.0,0,0
0.13264300374106966,Low,1.12,0,0.0,0,0,1.0,0,0
0.672876196120178,Medium,6.64,0,0.0,0,0,1.0,0,0
0.3229769686340765,Low,2.7,0,0.0,0,0,1.0,0,0
0.2531839488861869,Low,1.98,0,0.0,0,0,1.0,0,0
0.34175103044692373,Low,4.06,0,0.0,0,0,1.0,0,0
0.7314517708346483,High,7.37,0,0.0,0,0,1.0,0,0
0.7803109110868753,High,11.53,0,0.0,0,0,1.0,0,0
0.05369930966589106,Low,0.57,0,0.0,0,0,1.0,0,0
0.14696646664911348,Low,0.97,0,0.0,0,0,1.0,0,0
0.23556551978050588,Low,2.29,0,0.0,0,0,1.0,0,0
0.7840869433152673,High,10.57,0,0.0,0,0,1.0,0,0
0.1594113735526667,Low,0.94,0,0.0,0,0,1.0,0,0
0.7961786975965613,High,10.65,0,0.0,0,0,1.0,0,0
0.7580341300585215,High,17.52,0,0.0,0,0,1.0,0,0
0.7314517708346483,High,7.4,0,0.0,0,0,1.0,0,0
0.8020329688541173,High,11.62,0,0.0,0,0,1.0,0,0
0.28053458954544347,Low,30.57,0,0.0,0,0,1.0,0,1
0.4675738373007944,Medium,4.23,0,0.0,0,0,1.0,0,0
0.05369930966589106,Low,0.57,0,0.0,0,0,1.0,0,0
0.1863571806177149,Low,1.53,0,0.0,0,0,1.0,0,0
0.6077134986692814,Medium,36.52,0,0.0,0,0,1.0,0,0
0.07094441283841842,Low,0.65,0,0.0,0,0,1.0,0,0
0.49126824433877464,Medium,4.55,0,0.0,0,0,1.0,0,0
0.5948917132357253,Medium,5.86,0,0.0,0,0,1.0,0,0
0.3127324624095525,Low,3.23,0,0.0,0,0,1.0,0,0
0.69080739207111,Medium,24.26,0,0.0,0,0,1.0,0,0
0.7546567785159346,High,9.06,0,0.0,0,0,1.0,0,0
0.521562449220974,Medium,7.06,0,0.0,0,0,1.0,0,0
0.02167000779827867,Low,0.15,0,0.0,0,0,1.0,0,0
0.8283505912509364,High,13.86,0,0.0,0,0,1.0,0,0
0.7387360435368734,High,7.65,0,0.0,0,0,1.0,0,0
0.5197995647439378,Medium,4.63,0,0.0,0,0,1.0,0,0
0.13504634627383874,Low,1.13,0,0.0,0,0,1.0,0,0
0.8058543781476601,High,12.73,0,0.0,0,0,1.0,0,0
0.05369930966589106,Low,0.57,0,0.0,0,0,1.0,0,0
0.5842767867236638,Medium,27.03,0,0.0,0,0,1.0,0,0
0.6650702234640015,Medium,31.48,0,0.0,0,0,1.0,0,0
0.8058543781476601,High,12.75,0,0.0,0,0,1.0,0,0
0.6666532918536637,Medium,6.48,0,0.0,0,0,1.0,0,0
0.8491866994422225,High,14.98,0,0.0,0,0,1.0,0,0
0.6828069247904958,Medium,6.32,0,0.0,0,0,1.0,0,0
0.18059124640267246,Low,1.46,0,0.0,0,0,1.0,0,0
0.5075540887955164,Medium,4.57,0,0.0,0,0,1.0,0,0
0.2953787996366641,Low,3.06,0,0.0,0,0,1.0,0,0
0.2940353151819886,Low,2.41,0,0.0,0,0,1.0,0,0
0.16309265023411615,Low,0.96,0,0.0,0,0,1.0,0,0
0.28717680944793333,Low,2.66,0,0.0,0,0,1.0,0,0
0.30130818319056063,Low,1.88,0,0.0,0,0,1.0,0,0
0.46538295891895237,Medium,4.29,0,0.0,0,0,1.0,0,0
0.8276964701272146,High,13.31,0,0.0,0,0,1.0,0,0
0.8342470002849026,High,14.37,0,0.0,0,0,1.0,0,0
0.6868392441346811,Medium,6.28,0,0.0,0,0,1.0,0,1
0.5474048712715956,Medium,11.09,0,0.0,0,0,1.0,0,1
0.5765089565223641,Medium,18.11,0,0.0,0,0,1.0,0,0
0.27077561042122567,Low,2.12,0,0.0,0,0,1.0,0,0
0.28717680944793333,Low,2.65,0,0.0,0,0,1.0,0,0
0.5106972255006504,Medium,12.06,0,0.0,0,0,1.0,0,0
0.672876196120178,Medium,6.62,0,0.0,0,0,1.0,0,0
0.185609964763203,Low,1.82,0,0.0,0,0,1.0,0,0
0.37692084536115555,Low,3.65,0,0.0,0,0,1.0,0,0
0.672876196120178,Medium,6.71,0,0.0,0,0,1.0,0,0
0.7590605932431481,High,17.89,0,0.0,0,0,1.0,0,0
0.7450454834815877,High,20.41,0,0.0,0,0,1.0,0,0
0.7596109115458082,High,8.11,0,0.0,0,0,1.0,0,0
0.7581606327580628,High,8.67,0,0.0,0,0,1.0,0,0
0.9051090855730981,High,19.06,0,0.0,0,0,1.0,0,0
0.7041443495089501,High,10.15,0,0.0,0,0,1.0,0,1
0.6785346075483942,Medium,25.71,0,0.0,0,0,1.0,0,0
0.185609964763203,Low,1.82,0,0.0,0,0,1.0,0,0
0.5765089565223641,Medium,18.11,0,0.0,0,0,1.0,0,0
0.3127324624095525,Low,3.24,0,0.0,0,0,1.0,0,0
0.6059710313980234,Medium,6.0,0,0.0,0,0,1.0,0,0
0.6390180671081392,Medium,18.86,0,0.0,0,0,1.0,0,0
0.603920299884018,Medium,5.04,0,0.0,0,0,1.0,0,0
0.8226676286462353,High,11.74,0,0.0,0,0,1.0,0,0
0.6542436259525335,Medium,6.3,0,0.0,0,0,1.0,0,0
0.19836511852023048,Low,1.66,0,0.0,0,0,1.0,0,1
0.21830570456295706,Low,2.06,0,0.0,0,0,1.0,0,0
0.6845913578243497,Medium,8.08,0,0.0,0,0,1.0,0,0
0.8532045477344713,High,12.16,0,0.0,0,0,1.0,0,0
0.7043211627718402,High,7.57,0,0.0,0,0,1.0,0,0
0.7642133011855539,High,8.15,0,0.0,0,0,1.0,0,0
0.185609964763203,Low,1.82,0,0.0,0,0,1.0,0,0
0.5628843098651077,Medium,57.31,0,0.0,0,0,1.0,0,0
0.8342470002849026,High,14.3,0,0.0,0,0,1.0,0,0
0.2018567801883354,Low,1.85,0,0.0,0,0,1.0,0,0
0.28729964299198085,Low,3.32,0,0.0,0,0,1.0,0,0
0.5845446519555949,Medium,4.66,0,0.0,0,0,1.0,0,1
0.430542877570156,Medium,5.06,0,0.0,0,0,1.0,0,0
0.6736882328470017,Medium,31.98,0,0.0,0,0,1.0,0,0
0.6763898555584894,Medium,43.06,0,0.0,0,0,1.0,0,0
0.029578611687453675,Low,0.06,0,0.0,0,0,1.0,0,1
0.2808221226190411,Low,2.03,0,0.0,0,0,1.0,0,0
0.3514812520437394,Low,2.97,0,0.0,0,0,1.0,0,0
0.4570596169292202,Medium,4.16,0,0.0,0,0,1.0,0,0
0.8186352335122719,High,11.64,0,0.0,0,0,1.0,0,0
0.7472457059913069,High,7.92,0,0.0,0,0,1.0,0,0
0.6045549200207855,Medium,5.95,0,0.0,0,0,1.0,0,0
0.7772499884596875,High,11.46,0,0.0,0,0,1.0,0,0
0.06063407720106376,Low,0.62,0,0.0,0,0,1.0,0,0
0.3067407538486232,Low,1.95,0,0.0,0,0,1.0,0,1
0.7823947999235309,High,11.06,0,0.0,0,0,1.0,0,0
0.7340660728914311,High,20.06,0,0.0,0,0,1.0,0,0
0.1863571806177149,Low,1.51,0,0.0,0,0,1.0,0,0
0.5842468702388287,Medium,64.61,0,0.0,0,0,1.0,0,0
0.8017644966993211,High,10.06,0,0.0,0,0,1.0,0,0
0.37692084536115555,Low,3.7,0,0.0,0,0,1.0,0,0
0.7590605932431481,High,17.9,0,0.0,0,0,1.0,0,0
0.521562449220974,Medium,7.06,0,0.0,0,0,1.0,0,0
0.5990803496784676,Medium,5.97,0,0.0,0,0,1.0,0,0
0.45994131806551514,Medium,52.06,0,0.0,0,0,1.0,0,0
0.430542877570156,Medium,5.06,0,0.0,0,0,1.0,0,0
0.39059490250392576,Low,3.86,0,0.0,0,0,1.0,0,0
0.83929543081171,High,14.59,0,0.0,0,0,1.0,0,0
0.37692084536115555,Low,3.64,0,0.0,0,0,1.0,0,0
0.7471278418250953,High,8.37,0,0.0,0,0,1.0,0,0
0.3549382951738591,Low,3.73,0,0.0,0,0,1.0,0,0
0.698675808552254,Medium,33.06,0,0.0,0,0,1.0,0,0
0.3290906143730391,Low,4.11,0,0.0,0,0,1.0,0,0
0.08342395743395876,Low,0.66,0,0.0,0,0,1.0,0,0
0.8010866752662963,High,15.57,0,0.0,0,0,1.0,0,0
0.21830570456295706,Low,2.06,0,0.0,0,0,1.0,0,0
0.8261427975556233,High,9.84,0,0.0,0,0,1.0,0,0
0.8212871261128492,High,9.57,0,0.0,0,0,1.0,0,0
0.23892025728112493,Low,2.02,0,0.0,0,0,1.0,0,0
0.04152079391658118,Low,0.28,0,0.0,0,0,1.0,0,0
0.2846620522190508,Low,2.4,0,0.0,0,0,1.0,0,0
0.23211521578816238,Low,1.73,0,0.0,0,0,1.0,0,1
0.2010730105113191,Low,1.8,0,0.0,0,0,1.0,0,1
0.6689800386778223,Medium,6.24,0,0.0,0,0,1.0,0,0
0.6608749037974825,Medium,7.6,0,0.0,0,0,1.0,0,0
0.7009267749343436,High,6.92,0,0.0,0,0,1.0,0,0
0.41963204719031644,Medium,3.48,0,0.0,0,0,1.0,0,0
0.05142561064382918,Low,0.31,0,0.0,0,0,1.0,0,0
0.7961786975965613,High,10.65,0,0.0,0,0,1.0,0,0
0.08273074798836338,Low,0.9,0,0.0,0,0,1.0,0,1
0.7547641629872154,High,8.48,0,0.0,0,0,1.0,0,0
0.5197995647439378,Medium,4.63,0,0.0,0,0,1.0,0,0
0.056496509103259956,Low,0.78,0,0.0,0,0,1.0,0,0
0.7450454834815877,High,20.44,0,0.0,0,0,1.0,0,0
0.6828069247904958,Medium,6.35,0,0.0,0,0,1.0,0,0
0.7961786975965613,High,10.69,0,0.0,0,0,1.0,0,0
0.8380511666971167,High,14.75,0,0.0,0,0,1.0,0,0
0.672876196120178,Medium,6.74,0,0.0,0,0,1.0,0,0
0.24398219340515775,Low,2.17,0,0.0,0,0,1.0,0,0
0.3940275130168715,Low,3.8,0,0.0,0,0,1.0,0,1
0.19564207563416613,Low,57.31,0,0.0,0,0,1.0,0,1
0.5106972255006504,Medium,12.06,0,0.0,0,0,1.0,0,0
0.24398219340515775,Low,2.23,0,0.0,0,0,1.0,0,0
0.5106972255006504,Medium,12.06,0,0.0,0,0,1.0,0,0
0.34719584260585135,Low,22.7,0,0.0,0,0,1.0,0,1
0.28729964299198085,Low,3.33,0,0.0,0,0,1.0,0,0
0.10058039675650338,Low,0.82,0,0.0,0,0,1.0,0,1
0.2940353151819886,Low,2.45,0,0.0,0,0,1.0,0,0
0.5872470774417027,Medium,6.06,0,0.0,0,0,1.0,0,0
0.32578289467279986,Low,2.57,0,0.0,0,0,1.0,0,1
0.5424856693730478,Medium,4.83,0,0.0,0,0,1.0,0,0
0.18663570441181865,Low,1.81,0,0.0,0,0,1.0,0,0
0.6405733780514065,Medium,22.57,0,0.0,0,0,1.0,0,0
0.7823947999235309,High,11.03,0,0.0,0,0,1.0,0,0
0.7547641629872154,High,8.5,0,0.0,0,0,1.0,0,0
0.34175103044692373,Low,4.06,0,0.0,0,0,1.0,0,0
0.28717680944793333,Low,2.65,0,0.0,0,0,1.0,0,0
0.14378835252955174,Low,1.31,0,0.0,0,0,1.0,0,0
0.7823947999235309,High,11.06,0,0.0,0,0,1.0,0,0
0.7843034306114842,High,11.57,0,0.0,0,0,1.0,0,0
0.6683345729609231,Medium,6.31,0,0.0,0,0,1.0,0,0
0.18059124640267246,Low,1.46,0,0.0,0,0,1.0,0,0
